Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2013,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,BR,,,10,skins,,T,C
2013,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IT,ZA,,,3,trophies,,H,F
2013,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,IT,US,,,1,live,,P,C
2013,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,IT,US,,1,,live,,P,F
2013,I,Ariocarpus agavoides,,Caryophyllales,Cactaceae,Ariocarpus,IT,US,,,30,seeds,,T,D
2013,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,11,live,,,D
2013,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,IT,US,,,210,seeds,,T,D
2013,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,2,live,,,D
2013,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,IT,US,,,240,seeds,,T,D
2013,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,7,live,,,D
2013,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,IT,US,,,110,seeds,,T,D
2013,I,Ariocarpus scaphirostris,,Caryophyllales,Cactaceae,Ariocarpus,IT,US,,,35,seeds,,T,D
2013,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,IT,TH,,,2,live,,,D
2013,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,IT,US,,,80,seeds,,T,D
2013,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,IT,TH,,1,,live,,T,D
2013,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,IT,TH,,,20,live,,,D
2013,I,Coryphantha werdermannii,,Caryophyllales,Cactaceae,Coryphantha,IT,US,,80,120,seeds,,T,D
2013,I,Echinocereus ferreiranus lindsayorum,,Caryophyllales,Cactaceae,Echinocereus,IT,US,,,10,seeds,,T,D
2013,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,IT,US,,,10,seeds,,T,D
2013,I,Melocactus conoideus,,Caryophyllales,Cactaceae,Melocactus,IT,US,,,20,seeds,,T,D
2013,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,IT,US,,,30,seeds,,T,D
2013,I,Pediocactus bradyi,,Caryophyllales,Cactaceae,Pediocactus,IT,US,,,10,seeds,,T,D
2013,I,Pediocactus bradyi despainii,,Caryophyllales,Cactaceae,Pediocactus,IT,US,,,20,seeds,,T,D
2013,I,Pediocactus bradyi winkleri,,Caryophyllales,Cactaceae,Pediocactus,IT,US,,,40,seeds,,T,D
2013,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,IT,US,,,20,seeds,,T,D
2013,I,Pediocactus paradinei,,Caryophyllales,Cactaceae,Pediocactus,IT,US,,,20,seeds,,T,D
2013,I,Pediocactus peeblesianus,,Caryophyllales,Cactaceae,Pediocactus,IT,US,,,50,seeds,,T,D
2013,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,IT,US,,10,30,seeds,,T,D
2013,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,IT,US,,20,80,seeds,,T,D
2013,I,Sclerocactus brevihamatus tobuschii,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,60,seeds,,T,D
2013,I,Sclerocactus erectocentrus,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,80,seeds,,T,D
2013,I,Sclerocactus glaucus,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,20,seeds,,T,D
2013,I,Sclerocactus mariposensis,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,50,seeds,,T,D
2013,I,Sclerocactus mesae-verdae,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,20,seeds,,T,D
2013,I,Sclerocactus papyracanthus,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,130,seeds,,T,D
2013,I,Sclerocactus pubispinus,,Caryophyllales,Cactaceae,Sclerocactus,IT,US,,,60,seeds,,T,D
2013,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,IT,US,,,120,seeds,,T,D
2013,I,Turbinicarpus hoferi,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,10,seeds,,T,D
2013,I,Turbinicarpus horripilus,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,60,seeds,,T,D
2013,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,60,seeds,,T,D
2013,I,Turbinicarpus pseudomacrochele,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,10,seeds,,T,D
2013,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,10,seeds,,T,D
2013,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,40,seeds,,T,D
2013,I,Turbinicarpus subterraneus,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,20,seeds,,T,D
2013,I,Turbinicarpus swobodae,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,40,seeds,,T,D
2013,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,20,seeds,,T,D
2013,I,Turbinicarpus viereckii,,Caryophyllales,Cactaceae,Turbinicarpus,IT,US,,,20,seeds,,T,D
2013,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,IT,CH,CL,,1,derivatives,,T,W
2013,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,IT,IL,,,1,live,,Z,C
2013,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,IT,CH,XX,1,1,carvings,,Q,O
2013,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,IT,GA,,,300,specimens,,S,W
2013,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,IT,CH,XX,1,,carapaces,,Q,O
2013,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,IT,CH,XX,,2,carvings,,T,O
2013,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,IT,GA,,,100,specimens,,S,W
2013,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,IT,GA,,,300,specimens,,S,W
2013,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CO,,,97,skins,,T,C
2013,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CO,,1267,995,skins,,T,D
2013,I,Crocodylus hybrid,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,1,leather products (small),,T,D
2013,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SN,,9,9,leather products (small),,T,D
2013,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SN,,,1,skins,,P,D
2013,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CH,TH,1,1,leather products (small),,T,D
2013,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,MY,57,57,skins,,T,D
2013,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,PH,395,919,skins,,T,D
2013,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,725,21,skins,,T,D
2013,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,704,skin pieces,,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CH,TH,3,5,leather products (small),,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,TH,1,,leather products (small),,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,TH,95,95,skins,,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,VN,461,461,skins,,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,24,leather products (small),,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,1642,443,skins,,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,1898,skin pieces,,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,1,,skulls,,P,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,2,skulls,,T,D
2013,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,VN,,2,6,skins,,T,D
2013,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,IT,DZ,CZ,1,,live,,Q,C
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,1,,carvings,,P,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,1,,carvings,,T,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,5,ivory carvings,,E,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,1,ivory carvings,,P,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,9,ivory carvings,,T,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,7,,ivory pieces,,Q,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,JP,XX,55,,carvings,,Q,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,JP,,,62,carvings,,Q,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,RU,XX,2,,ivory pieces,,Q,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,RU,,,2,ivory carvings,,,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,RU,,,12,unspecified,,,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,,35,ivory carvings,,Q,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,1,,ivory pieces,,Q,O
2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,35,,ivory pieces,,T,O
2013,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,MC,XX,,1,carvings,,T,U
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CA,XX,1,2,ivory pieces,,Q,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,XX,1,,carvings,,Q,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,XX,,1,ivory carvings,,P,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,XX,,5,ivory carvings,,Q,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,XX,2,,ivory pieces,,Q,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,1,trophies,,,
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,JP,XX,1,,carvings,,Q,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,JP,,,1,carvings,,Q,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,TZ,,3,,trophies,,H,W
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,1,,carvings,,T,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,10,ivory carvings,,P,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,1,ivory carvings,,T,O
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,TZ,,4,ears,,H,W
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,TZ,,2,leather products (large),,H,W
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,TZ,,2,tails,,H,W
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,TZ,4,,trophies,,H,W
2013,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,TZ,,4,tusks,,H,W
2013,I,Equus zebra zebra,Mammalia,Perissodactyla,Equidae,Equus,IT,ZA,,,1,skins,,H,W
2013,I,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,IT,MA,DZ,,4,live,,Q,C
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,BW,,,2,skulls,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,BW,,,3,trophies,,P,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,MZ,,,1,skulls,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,NA,,1,1,trophies,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,TZ,,6,,trophies,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZA,TZ,,1,skulls,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZA,TZ,,1,trophies,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZA,,,1,skulls,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZA,,1,1,trophies,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZM,,2,,trophies,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZW,,,2,skins,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZW,,,2,skulls,,H,W
2013,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZW,,1,1,trophies,,H,W
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,CH,,1,1,live,,Z,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,DZ,CZ,3,,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,FR,,1,,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,MA,BE,,1,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,MA,ES,,1,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,MA,IT,,2,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,TN,CZ,2,12,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,TN,ES,4,9,live,,Q,C
2013,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,TR,ES,,1,live,,Q,C
2013,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,IT,US,XX,10,10,carvings,,T,O
2013,I,Paphiopedilum hybrid,,Orchidales,Orchidaceae,Paphiopedilum,IT,TH,,,10,live,,,D
2013,I,Paphiopedilum spicerianum,,Orchidales,Orchidaceae,Paphiopedilum,IT,TW,,1400,,live,,T,D
2013,I,Tragopan caboti,Aves,Galliformes,Phasianidae,Tragopan,IT,CH,,,2,live,,T,C
2013,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,IT,BS,,,1,live,,P,C
2013,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,IT,GT,,34,50,specimens,,S,W
2013,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,IT,XX,,2,,live,,P,D
2013,I,Ara militaris,Aves,Psittaciformes,Psittacidae,Ara,IT,ES,,1,,live,,Q,C
2013,I,Encephalartos aemulans,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos arenarius,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos bubalinus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos caffer,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,3,seeds,,T,A
2013,I,Encephalartos cerinus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos concinnus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos cupidus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,3,seeds,,T,A
2013,I,Encephalartos cycadifolius,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos equatorialis,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos eugene-maraisii,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,seeds,,T,A
2013,I,Encephalartos friderici-guilielmi,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos horridus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos humilis,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos inopinus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos laevifolius,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos lanatus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos laurentianus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,seeds,,T,A
2013,I,Encephalartos lebomboensis,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,3,seeds,,T,A
2013,I,Encephalartos lehmannii,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,seeds,,T,A
2013,I,Encephalartos munchii,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,4,seeds,,T,A
2013,I,Encephalartos nubimontanus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,3,seeds,,T,A
2013,I,Encephalartos paucidentatus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos princeps,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,seeds,,T,A
2013,I,Encephalartos senticosus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,seeds,,T,A
2013,I,Encephalartos transvenosus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,seeds,,T,A
2013,II,Milvus milvus,Aves,Falconiformes,Accipitridae,Milvus,IT,CH,,,10,live,,N,W
2013,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,FR,321,321,extract,g,T,C
2013,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,IT,,14361,caviar,g,T,C
2013,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,IT,14.361,,eggs,kg,T,C
2013,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,TH,IT,,85,caviar,kg,T,C
2013,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,TH,IT,49.75,,eggs,kg,T,C
2013,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,IT,IR,,,145.42,caviar,kg,T,C
2013,II,Huso huso,Actinopteri,Acipenseriformes,Acipenseridae,Huso,IT,IR,,145.091,,eggs,kg,T,C
2013,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,AU,,39,,live,,T,W
2013,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,FJ,,,600,live,,T,W
2013,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,ID,,11152,24955,live,,T,F
2013,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,ID,,29,97,live,,T,W
2013,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,,673,raw corals,,T,W
2013,II,Acropora florida,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,95,,raw corals,,T,W
2013,II,Acropora humilis,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,174,,raw corals,,T,W
2013,II,Acropora hyacinthus,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,160,,raw corals,,T,W
2013,II,Acropora latistella,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,165,,raw corals,,T,W
2013,II,Acropora nobilis,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,79,,raw corals,,T,W
2013,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,AU,,5,,live,,T,W
2013,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,FJ,,,80,live,,T,W
2013,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,ID,,1714,5653,live,,T,F
2013,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,ID,,100,138,live,,T,W
2013,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,SB,,61,61,raw corals,,T,W
2013,II,Pachyseris rugosa,Anthozoa,Scleractinia,Agariciidae,Pachyseris,IT,SB,,47,,raw corals,,T,W
2013,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,IT,FJ,,,100,live,,T,W
2013,II,Agave victoriae-reginae,,Liliales,Agavaceae,Agave,IT,TH,,,4,live,,,A
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AE,US,2,2,leather products (small),,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AE,US,11,13,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AU,US,7,7,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CA,US,,1,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,7,15,garments,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,,1,leather products (large),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,4847,6174,leather products (small),,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,808,673,leather products (small),,T,R
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,20463,23470,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,248,888,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,,166,skin pieces,,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CN,US,2,,leather products (small),,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CN,US,1448,8,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CN,US,31,,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CN,US,1,,skin pieces,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CO,US,2,2,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,DZ,US,1,,live,,Q,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,HK,US,104,,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,HK,US,,32,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,IN,US,,1,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,1,1,leather products (small),,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,379,381,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,1630,1627,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,40,40,skin pieces,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,,1,bodies,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,76,74,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,,30,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MA,IT,,4,live,,Q,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MO,US,,11,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MU,US,30,30,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MX,US,20,,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MX,US,189,189,skins,,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MX,US,10,10,skins,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MX,US,,20,skin pieces,,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,RU,US,3,3,leather products (small),,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,RU,US,1,1,leather products (small),,T,R
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,RU,US,35,56,leather products (small),,T,W
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,1,1,leather products (small),,T,C
2013,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,6,11,leather products (small),,T,W
